query_filename_left	query_filename_right	distance
BL_178_WT_3A_8_H7.mzML	CLA_JM_H23_3_C12.mzML	0.9852871186650072
DSM_105335_4_D5.mzML	CLA_JM_H23_3_C12.mzML	0.9867009937171379
CLA_JM_H27_8_H6.mzML	CLA_JM_H23_3_C12.mzML	0.9725408843592515
DSM_105335_2_B5.mzML	CLA_JM_H23_3_C12.mzML	0.972253929289332
CLA_AA_H284_6_F1.mzML	CLA_JM_H23_3_C12.mzML	0.9882014125691024
H4_GB1_C9_A9.mzML	CLA_JM_H23_3_C12.mzML	1.0
CLA_AA_H117_5_E8.mzML	CLA_JM_H23_3_C12.mzML	0.9512814287842891
CLA_AA_H117_3_C8.mzML	CLA_JM_H23_3_C12.mzML	0.9077277216666736
CLA_JM_H23_A12.mzML	CLA_JM_H23_3_C12.mzML	0.1341585151399738
CLA_AA_H149_7_G3.mzML	CLA_JM_H23_3_C12.mzML	0.9861256998704712
CLA_AA_H222_7_G2.mzML	CLA_JM_H23_3_C12.mzML	0.9971415485930062
H4_GB1_C9_6_F9.mzML	CLA_JM_H23_3_C12.mzML	1.0
DSM_105335_7_G5.mzML	McC_252_APC_1B1_A10.mzML	0.9346862512458104
CLA_JM_H23_3_C12.mzML	McC_252_APC_1B1_A10.mzML	1.0
McC_252_APC_1B1_A10.mzML	McC_252_APC_1B1_A10.mzML	0.0
BL_178_WT_3A_7_G7.mzML	McC_252_APC_1B1_A10.mzML	0.9378995210443641
CLA_JM_H27_7_G6.mzML	McC_252_APC_1B1_A10.mzML	0.9698156038365414
CLA_JM_H23_8_H11.mzML	McC_252_APC_1B1_A10.mzML	0.9977598112424042
CLA_AA_H284_5_E1.mzML	McC_252_APC_1B1_A10.mzML	0.9320423008279783
CLA_AA_H284_3_C1.mzML	McC_252_APC_1B1_A10.mzML	0.9852743931519204
CLA_AA_H149_2_B3.mzML	McC_252_APC_1B1_A10.mzML	0.9524011531663984
McC_252_APC_1B1_5_E10.mzML	McC_252_APC_1B1_A10.mzML	0.14425570750169014
CLA_AA_H117_6_F8.mzML	McC_252_APC_1B1_A10.mzML	0.9144499022914648
CLA_AA_H284_A1.mzML	McC_252_APC_1B1_A10.mzML	0.9856318053845671
CLA_AA_H149_4_D3.mzML	McC_252_APC_1B1_A10.mzML	0.9385004085850638
McC_252_APC_1B1_6_F10.mzML	McC_252_APC_1B1_A10.mzML	0.23983773398324182
CLA_AA_H149_8_H3.mzML	McC_252_APC_1B1_A10.mzML	0.9391006757279401
McC_252_APC_1B1_3_C10.mzML	McC_252_APC_1B1_A10.mzML	0.06127033984686436
H4_GB1_C9_5_E9.mzML	McC_252_APC_1B1_A10.mzML	0.9974308298041424
CLA_AA_H222_8_H2.mzML	McC_252_APC_1B1_A10.mzML	0.8579598581920959
CLA_JM_H23_7_G11.mzML	McC_252_APC_1B1_A10.mzML	0.9953690370255573
H4_GB1_C9_3_C9.mzML	McC_252_APC_1B1_A10.mzML	0.9940803755061425
CLA_AA_H222_4_D2.mzML	McC_252_APC_1B1_A10.mzML	0.8625003706260226
CLA_AA_H222_2_B2.mzML	McC_252_APC_1B1_A10.mzML	0.8698030060696131
DSM_105335_6_F5.mzML	McC_252_APC_1B1_A10.mzML	0.9436017933220431
CLA_JM_H27_6_F6.mzML	McC_252_APC_1B1_A10.mzML	0.9301504763221495
BL_178_WT_3A_6_F7.mzML	McC_252_APC_1B1_A10.mzML	0.9348498990381379
BL_178_WT_3A_A7.mzML	McC_252_APC_1B1_A10.mzML	0.9311051806211078
CLA_AA_H284_8_H1.mzML	McC_252_APC_1B1_A10.mzML	0.9794051871969939
CLA_AA_H284_2_B1.mzML	McC_252_APC_1B1_A10.mzML	0.9867214632235984
CLA_JM_H27_A6.mzML	McC_252_APC_1B1_A10.mzML	0.9710950147318499
CLA_AA_H284_4_D1.mzML	McC_252_APC_1B1_A10.mzML	0.9781120834303036
CLA_AA_H149_5_E3.mzML	McC_252_APC_1B1_A10.mzML	0.9435410875170652
CLA_AA_H117_7_G8.mzML	McC_252_APC_1B1_A10.mzML	0.9156550798961641
CLA_AA_H149_3_C3.mzML	McC_252_APC_1B1_A10.mzML	0.9364419733833002
CLA_AA_H149_A3.mzML	McC_252_APC_1B1_A10.mzML	0.9405184782545652
H4_GB1_C9_2_B9.mzML	McC_252_APC_1B1_A10.mzML	0.9943346009420364
H4_GB1_C9_4_D9.mzML	McC_252_APC_1B1_A10.mzML	0.9912728149541316
CLA_AA_H222_3_C2.mzML	McC_252_APC_1B1_A10.mzML	0.8852510726535415
H4_GB1_C9_8_H9.mzML	McC_252_APC_1B1_A10.mzML	0.9974752032962915
CLA_AA_H222_5_E2.mzML	McC_252_APC_1B1_A10.mzML	0.872262300352191
BL_178_WT_3A_3_C7.mzML	McC_252_APC_1B1_A10.mzML	0.9375649243228629
CLA_JM_H27_5_E6.mzML	McC_252_APC_1B1_A10.mzML	0.9543767875869068
CLA_JM_H27_3_C6.mzML	McC_252_APC_1B1_A10.mzML	0.9713833952715143
BL_178_WT_3A_5_E7.mzML	McC_252_APC_1B1_A10.mzML	0.9211523100110179
DSM_105335_3_C5.mzML	McC_252_APC_1B1_A10.mzML	0.9401490054806052
DSM_105335_5_E5.mzML	McC_252_APC_1B1_A10.mzML	0.9326928768322258
CLA_JM_H23_2_B12.mzML	McC_252_APC_1B1_A10.mzML	0.9777604906357831
McC_252_APC_1B1_8_H10.mzML	McC_252_APC_1B1_A10.mzML	0.1913645508232884
CLA_AA_H284_7_G1.mzML	McC_252_APC_1B1_A10.mzML	0.9758032471624374
CLA_JM_H23_4_D12.mzML	McC_252_APC_1B1_A10.mzML	0.991896920123726
CLA_AA_H117_A8.mzML	McC_252_APC_1B1_A10.mzML	0.9771589413923056
McC_252_APC_1B1_7_G10.mzML	McC_252_APC_1B1_A10.mzML	0.9177222931052749
CLA_AA_H117_8_H8.mzML	McC_252_APC_1B1_A10.mzML	0.9175756900195712
CLA_AA_H149_6_F3.mzML	McC_252_APC_1B1_A10.mzML	0.9346816527208684
CLA_AA_H117_2_B8.mzML	McC_252_APC_1B1_A10.mzML	0.9132634797330518
McC_252_APC_1B1_4_D10.mzML	McC_252_APC_1B1_A10.mzML	0.13611994804489347
CLA_AA_H117_4_D8.mzML	McC_252_APC_1B1_A10.mzML	0.8983406156272552
CLA_JM_H23_5_E11.mzML	McC_252_APC_1B1_A10.mzML	0.9941287170930602
CLA_AA_H222_6_F2.mzML	McC_252_APC_1B1_A10.mzML	0.9038294707171227
McC_252_APC_1B1_2_B10.mzML	McC_252_APC_1B1_A10.mzML	0.10366993555312198
H4_GB1_C9_7_G9.mzML	McC_252_APC_1B1_A10.mzML	0.9934674671374658
CLA_JM_H23_6_F11.mzML	McC_252_APC_1B1_A10.mzML	0.9977649960445555
DSM_105335_8_H5.mzML	McC_252_APC_1B1_A10.mzML	0.9509091189223841
DSM_105335_A5.mzML	McC_252_APC_1B1_A10.mzML	0.9779830989264873
CLA_AA_H222_A2.mzML	McC_252_APC_1B1_A10.mzML	0.8812159049381609
CLA_JM_H27_2_B6.mzML	McC_252_APC_1B1_A10.mzML	0.9752562258789277
BL_178_WT_3A_4_D7.mzML	McC_252_APC_1B1_A10.mzML	0.9045281421280128
BL_178_WT_3A_2_B7.mzML	McC_252_APC_1B1_A10.mzML	0.8869191656880628
CLA_JM_H27_4_D6.mzML	McC_252_APC_1B1_A10.mzML	0.9756415132188349
BL_178_WT_3A_8_H7.mzML	McC_252_APC_1B1_A10.mzML	0.9411026521635861
DSM_105335_4_D5.mzML	McC_252_APC_1B1_A10.mzML	0.9472155756276898
CLA_JM_H27_8_H6.mzML	McC_252_APC_1B1_A10.mzML	0.9731072012626197
DSM_105335_2_B5.mzML	McC_252_APC_1B1_A10.mzML	0.9411169499336433
CLA_AA_H284_6_F1.mzML	McC_252_APC_1B1_A10.mzML	0.9909433024169993
H4_GB1_C9_A9.mzML	McC_252_APC_1B1_A10.mzML	0.992049062426921
CLA_AA_H117_5_E8.mzML	McC_252_APC_1B1_A10.mzML	0.9202272685266857
CLA_AA_H117_3_C8.mzML	McC_252_APC_1B1_A10.mzML	0.8664595300514482
CLA_JM_H23_A12.mzML	McC_252_APC_1B1_A10.mzML	0.9813632841954406
CLA_AA_H149_7_G3.mzML	McC_252_APC_1B1_A10.mzML	0.9561515701642522
CLA_AA_H222_7_G2.mzML	McC_252_APC_1B1_A10.mzML	0.8701080394390558
H4_GB1_C9_6_F9.mzML	McC_252_APC_1B1_A10.mzML	0.991321008463357
DSM_105335_7_G5.mzML	BL_178_WT_3A_7_G7.mzML	0.9693556511138507
CLA_JM_H23_3_C12.mzML	BL_178_WT_3A_7_G7.mzML	0.9835363490166188
McC_252_APC_1B1_A10.mzML	BL_178_WT_3A_7_G7.mzML	0.9378995210443641
BL_178_WT_3A_7_G7.mzML	BL_178_WT_3A_7_G7.mzML	0.0
CLA_JM_H27_7_G6.mzML	BL_178_WT_3A_7_G7.mzML	0.9815842558362401
CLA_JM_H23_8_H11.mzML	BL_178_WT_3A_7_G7.mzML	0.981725450259363
CLA_AA_H284_5_E1.mzML	BL_178_WT_3A_7_G7.mzML	0.8969128615720104
CLA_AA_H284_3_C1.mzML	BL_178_WT_3A_7_G7.mzML	0.9193797320361083
CLA_AA_H149_2_B3.mzML	BL_178_WT_3A_7_G7.mzML	0.9608291965502507
McC_252_APC_1B1_5_E10.mzML	BL_178_WT_3A_7_G7.mzML	0.8821079962366247
CLA_AA_H117_6_F8.mzML	BL_178_WT_3A_7_G7.mzML	0.9958546359737345
CLA_AA_H284_A1.mzML	BL_178_WT_3A_7_G7.mzML	0.918758656755331
CLA_AA_H149_4_D3.mzML	BL_178_WT_3A_7_G7.mzML	0.9410038868763563
McC_252_APC_1B1_6_F10.mzML	BL_178_WT_3A_7_G7.mzML	0.8940848863494654
CLA_AA_H149_8_H3.mzML	BL_178_WT_3A_7_G7.mzML	0.9613926106274828
McC_252_APC_1B1_3_C10.mzML	BL_178_WT_3A_7_G7.mzML	0.9283831524831297
H4_GB1_C9_5_E9.mzML	BL_178_WT_3A_7_G7.mzML	0.9672943477738206
CLA_AA_H222_8_H2.mzML	BL_178_WT_3A_7_G7.mzML	0.9190937554759174
CLA_JM_H23_7_G11.mzML	BL_178_WT_3A_7_G7.mzML	0.9789353611471964
H4_GB1_C9_3_C9.mzML	BL_178_WT_3A_7_G7.mzML	0.9658329678158001
CLA_AA_H222_4_D2.mzML	BL_178_WT_3A_7_G7.mzML	0.9081959618325646
CLA_AA_H222_2_B2.mzML	BL_178_WT_3A_7_G7.mzML	0.9143749210247151
DSM_105335_6_F5.mzML	BL_178_WT_3A_7_G7.mzML	0.9721221903977457
CLA_JM_H27_6_F6.mzML	BL_178_WT_3A_7_G7.mzML	0.9861801637919125
BL_178_WT_3A_6_F7.mzML	BL_178_WT_3A_7_G7.mzML	0.1478214956412247
BL_178_WT_3A_A7.mzML	BL_178_WT_3A_7_G7.mzML	0.29108571989246723
CLA_AA_H284_8_H1.mzML	BL_178_WT_3A_7_G7.mzML	0.9121074238022554
CLA_AA_H284_2_B1.mzML	BL_178_WT_3A_7_G7.mzML	0.9258714880639084
CLA_JM_H27_A6.mzML	BL_178_WT_3A_7_G7.mzML	0.9916074826137982
CLA_AA_H284_4_D1.mzML	BL_178_WT_3A_7_G7.mzML	0.9085614372884446
CLA_AA_H149_5_E3.mzML	BL_178_WT_3A_7_G7.mzML	0.9602311823538898
CLA_AA_H117_7_G8.mzML	BL_178_WT_3A_7_G7.mzML	0.995190405355247
CLA_AA_H149_3_C3.mzML	BL_178_WT_3A_7_G7.mzML	0.9625996548563907
CLA_AA_H149_A3.mzML	BL_178_WT_3A_7_G7.mzML	0.9425410637294334
H4_GB1_C9_2_B9.mzML	BL_178_WT_3A_7_G7.mzML	0.9584243928777129
H4_GB1_C9_4_D9.mzML	BL_178_WT_3A_7_G7.mzML	0.9654746710108353
CLA_AA_H222_3_C2.mzML	BL_178_WT_3A_7_G7.mzML	0.9230659351845556
H4_GB1_C9_8_H9.mzML	BL_178_WT_3A_7_G7.mzML	0.9542173299573222
CLA_AA_H222_5_E2.mzML	BL_178_WT_3A_7_G7.mzML	0.9194505918271729
BL_178_WT_3A_3_C7.mzML	BL_178_WT_3A_7_G7.mzML	0.09600938722470553
CLA_JM_H27_5_E6.mzML	BL_178_WT_3A_7_G7.mzML	0.9882357044858435
CLA_JM_H27_3_C6.mzML	BL_178_WT_3A_7_G7.mzML	0.9936907692725063
BL_178_WT_3A_5_E7.mzML	BL_178_WT_3A_7_G7.mzML	0.06637196291178993
DSM_105335_3_C5.mzML	BL_178_WT_3A_7_G7.mzML	0.9663035882194294
DSM_105335_5_E5.mzML	BL_178_WT_3A_7_G7.mzML	0.9715930217129622
CLA_JM_H23_2_B12.mzML	BL_178_WT_3A_7_G7.mzML	0.970619820710185
McC_252_APC_1B1_8_H10.mzML	BL_178_WT_3A_7_G7.mzML	0.8844241846863956
CLA_AA_H284_7_G1.mzML	BL_178_WT_3A_7_G7.mzML	0.9113047989148931
CLA_JM_H23_4_D12.mzML	BL_178_WT_3A_7_G7.mzML	0.9406111392063858
CLA_AA_H117_A8.mzML	BL_178_WT_3A_7_G7.mzML	0.9956698548883229
McC_252_APC_1B1_7_G10.mzML	BL_178_WT_3A_7_G7.mzML	0.9543714622228663
CLA_AA_H117_8_H8.mzML	BL_178_WT_3A_7_G7.mzML	0.9952318649784193
CLA_AA_H149_6_F3.mzML	BL_178_WT_3A_7_G7.mzML	0.9695035471626731
CLA_AA_H117_2_B8.mzML	BL_178_WT_3A_7_G7.mzML	0.9948650644026654
McC_252_APC_1B1_4_D10.mzML	BL_178_WT_3A_7_G7.mzML	0.8870000329684113
CLA_AA_H117_4_D8.mzML	BL_178_WT_3A_7_G7.mzML	0.9924923602896483
CLA_JM_H23_5_E11.mzML	BL_178_WT_3A_7_G7.mzML	0.9548694698441134
CLA_AA_H222_6_F2.mzML	BL_178_WT_3A_7_G7.mzML	0.9166899853379813
McC_252_APC_1B1_2_B10.mzML	BL_178_WT_3A_7_G7.mzML	0.9212525471868854
H4_GB1_C9_7_G9.mzML	BL_178_WT_3A_7_G7.mzML	0.9715252587617306
CLA_JM_H23_6_F11.mzML	BL_178_WT_3A_7_G7.mzML	0.9648690349500175
DSM_105335_8_H5.mzML	BL_178_WT_3A_7_G7.mzML	0.9602238671261619
DSM_105335_A5.mzML	BL_178_WT_3A_7_G7.mzML	0.9658617215242334
CLA_AA_H222_A2.mzML	BL_178_WT_3A_7_G7.mzML	0.9209901726975451
