query_filename_left	query_filename_right	distance
CLA_AA_H284_7_G1.mzML	CLA_AA_H284_7_G1.mzML	0.0
CLA_AA_H117_A8.mzML	CLA_AA_H284_7_G1.mzML	0.961531347594359
CLA_JM_H23_4_D12.mzML	CLA_AA_H284_7_G1.mzML	0.8832085675052432
H4_GB1_C9_7_G9.mzML	CLA_AA_H284_7_G1.mzML	0.9793539965246166
CLA_JM_H23_2_B12.mzML	CLA_AA_H284_7_G1.mzML	0.9088709800892373
CLA_JM_H23_5_E11.mzML	CLA_AA_H284_7_G1.mzML	0.8489490175901278
CLA_AA_H222_6_F2.mzML	CLA_AA_H284_7_G1.mzML	0.8678303903913618
H4_GB1_C9_A9.mzML	CLA_AA_H284_7_G1.mzML	0.9335788835844928
BL_178_WT_3A_A7.mzML	CLA_AA_H284_7_G1.mzML	0.910310294133825
CLA_JM_H23_6_F11.mzML	CLA_AA_H284_7_G1.mzML	0.8348319721969333
CLA_AA_H117_8_H8.mzML	CLA_AA_H284_7_G1.mzML	0.9310549746673308
BL_178_WT_3A_4_D7.mzML	CLA_AA_H284_7_G1.mzML	0.9557192557229952
DSM_105335_6_F5.mzML	CLA_AA_H284_7_G1.mzML	0.9038283689858975
BL_178_WT_3A_2_B7.mzML	CLA_AA_H284_7_G1.mzML	0.923062695188718
BL_178_WT_3A_8_H7.mzML	CLA_AA_H284_7_G1.mzML	0.93806198957385
CLA_AA_H117_4_D8.mzML	CLA_AA_H284_7_G1.mzML	0.9339901638015551
CLA_AA_H149_6_F3.mzML	CLA_AA_H284_7_G1.mzML	0.9422970213915385
CLA_JM_H27_6_F6.mzML	CLA_AA_H284_7_G1.mzML	0.9294325167966716
CLA_AA_H117_2_B8.mzML	CLA_AA_H284_7_G1.mzML	0.9814528371975114
CLA_AA_H284_6_F1.mzML	CLA_AA_H284_7_G1.mzML	0.3186818853123492
McC_252_APC_1B1_7_G10.mzML	CLA_AA_H284_7_G1.mzML	0.9417448271964537
CLA_JM_H23_A12.mzML	CLA_AA_H284_7_G1.mzML	0.9299859957985995
McC_252_APC_1B1_4_D10.mzML	CLA_AA_H284_7_G1.mzML	0.925151881143488
McC_252_APC_1B1_A10.mzML	CLA_AA_H284_7_G1.mzML	0.925151881143488
H4_GB1_C9_6_F9.mzML	CLA_AA_H284_7_G1.mzML	0.9595773958272779
McC_252_APC_1B1_2_B10.mzML	CLA_AA_H284_7_G1.mzML	0.9088495303961284
CLA_AA_H222_7_G2.mzML	CLA_AA_H284_7_G1.mzML	0.8671577671689857
McC_252_APC_1B1_8_H10.mzML	CLA_AA_H284_7_G1.mzML	0.8932985508955632
CLA_AA_H222_A2.mzML	CLA_AA_H284_7_G1.mzML	0.8703592552895671
BL_178_WT_3A_3_C7.mzML	CLA_AA_H284_7_G1.mzML	0.9373775708914851
CLA_JM_H27_A6.mzML	CLA_AA_H284_7_G1.mzML	0.9282850028035521
BL_178_WT_3A_5_E7.mzML	CLA_AA_H284_7_G1.mzML	0.9114385114459904
DSM_105335_7_G5.mzML	CLA_AA_H284_7_G1.mzML	0.8856676099049942
CLA_AA_H117_3_C8.mzML	CLA_AA_H284_7_G1.mzML	0.8915347710906719
